,Activity,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,Pose - Legs,concept:name,org:resource,case:concept:name,time:timestamp
1600370,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:16:25.000
1600475,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 06:17:17.500
1600619,Standing,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:18:29.500
1600810,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 06:20:05.000
1601168,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:23:04.000
1601232,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 06:23:36.000
1601281,Standing,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:24:00.500
1601688,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 06:27:24.000
1601797,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:28:18.500
1602294,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 06:32:27.000
1602626,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:35:13.000
1602961,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 06:38:00.500
1603139,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:39:29.500
1603200,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-10 06:40:00.000
1603255,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-10 06:40:27.500
1604022,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-10 06:46:51.000
1604043,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:47:01.500
1604305,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 06:49:12.500
1604845,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 06:53:42.500
1605336,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 06:57:48.000
1606103,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:04:11.500
1606220,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 07:05:10.000
1606337,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:06:08.500
1606590,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 07:08:15.000
1606932,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:11:06.000
1607052,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 07:12:06.000
1607104,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:12:32.000
1607475,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 07:15:37.500
1607752,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:17:56.000
1607916,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 07:19:18.000
1608043,Standing,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:20:21.500
1608333,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 07:22:46.500
1608834,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:26:57.000
1609001,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 07:28:20.500
1609067,Standing,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:28:53.500
1609405,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 07:31:42.500
1609739,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:34:29.500
1610292,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 07:39:06.000
1610898,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:44:09.000
1611059,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-10 07:45:29.500
1611238,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:46:59.000
1611848,Walking,Aisle path,5 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 07:52:04.000
1612520,Walking,Cross aisle path,4-5,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 07:57:40.000
1612726,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 07:59:23.000
1612963,Standing,Cross aisle path,1-2,Retrieval,Packing,Transport to the packing/sorting area,,Cross aisle path,Subject_01,Case_01,2025-01-10 08:01:21.500
1613552,Push,Path,Path (Office),Retrieval,Packing,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-10 08:06:16.000
1613642,Push,Packing/sorting area,_,Retrieval,Packing,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-10 08:07:01.000
1622553,Push,Path,Path (Office),Retrieval,"Special processes, Finalizing order",Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-10 09:21:16.500
1622642,Push,Office,_,Retrieval,"Special processes, Finalizing order",Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-10 09:22:01.000
1623264,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-10 09:27:12.000
1623593,Push,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-10 09:29:56.500
1624433,Push,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,,Path,Subject_01,Case_01,2025-01-10 09:36:56.500
1624770,Push,Office,_,Retrieval,Finalizing order,Returning hardware,,Office,Subject_01,Case_01,2025-01-10 09:39:45.000
1626486,Push,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,,Path,Subject_01,Case_01,2025-01-10 09:54:03.000
1626675,Push,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,,Cardboard box area,Subject_01,Case_01,2025-01-10 09:55:37.500
1627159,Pull,Path,Path (Cardboard box area),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-10 09:59:39.500
1627490,Push,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-10 10:02:25.000
1628017,Push,Path,Path (Office),Retrieval,Picking _ Travel time,Transport a cart to the base,,Path,Subject_01,Case_01,2025-01-10 10:06:48.500
1628043,Push,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Transport a cart to the base,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:07:01.500
1628253,Walking,Base,_,Retrieval,Picking _ Travel time,Move to next position,,Base,Subject_01,Case_01,2025-01-10 10:08:46.500
1628316,Handling upwards,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:09:18.000
1628575,Tick off / confirm,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 10:11:27.500
1629863,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:22:11.500
1629925,Handling centred,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-10 10:22:42.500
1629980,Scan,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:23:10.000
1630259,Tick off / confirm,Aisle path,1 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 10:25:29.500
1631270,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:33:55.000
1631314,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-10 10:34:17.000
1631546,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:36:13.000
1631613,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 10:36:46.500
1632060,Tick off / confirm,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:40:30.000
1632185,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-10 10:41:32.500
1632470,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:43:55.000
1632510,Walking,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 10:44:15.000
1632816,Tick off / confirm,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:46:48.000
1632897,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 10:47:28.500
1633195,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:49:57.500
1633261,Tick off / confirm,Aisle path,2 front,Retrieval,Picking _ Pick time,Retrieval of items,,Aisle path,Subject_01,Case_01,2025-01-10 10:50:30.500
1633396,Handling centred,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:51:38.000
1633444,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-10 10:52:02.000
1633764,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:54:42.000
1633840,Tick off / confirm,Aisle path,2 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 10:55:20.000
1634170,Handling centred,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 10:58:05.000
1634210,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 10:58:25.000
1634483,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:00:41.500
1634542,Tick off / confirm,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:01:11.000
1634839,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:03:39.500
1634899,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 11:04:09.500
1635122,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:06:01.000
1635182,Tick off / confirm,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:06:31.000
1635520,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:09:20.000
1635585,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 11:09:52.500
1635948,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:12:54.000
1636030,Tick off / confirm,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:13:35.000
1636615,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:18:27.500
1636681,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-10 11:19:00.500
1636757,Handling centred,Cross aisle path,2-3,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:19:38.500
1636868,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-10 11:20:34.000
1636900,Walking,Office,_,Retrieval,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-10 11:20:50.000
1637470,Walking,Path,Path (Office),Retrieval,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-10 11:25:35.000
1637492,Walking,Cross aisle path,3-4,Retrieval,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:25:46.000
1637632,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:26:56.000
1637885,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:29:02.500
1638026,Walking,Aisle path,3 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:30:13.000
1638281,Tick off / confirm,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:32:20.500
1638419,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 11:33:29.500
1638606,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:35:03.000
1638670,Tick off / confirm,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:35:35.000
1638958,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:37:59.000
1639067,Walking,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 11:38:53.500
1639424,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:41:52.000
1639567,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:43:03.500
1640490,Tick off / confirm,Cross aisle path,4-5,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:50:45.000
1640672,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 11:52:16.000
1640960,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:54:40.000
1641080,Tick off / confirm,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 11:55:40.000
1641528,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 11:59:24.000
1641644,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-10 12:00:22.000
1641880,Walking,Cross aisle path,2-3,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-10 12:02:20.000
1642028,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-10 12:03:34.000
1642294,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-10 12:05:47.000
